,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
218951,11/9/19,26,Sucker,Jonas Brothers,23,1,35,,Sucker Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers
218952,3/21/15,26,All About That Bass,Meghan Trainor,28,1,35,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
218967,5/2/15,32,Shake It Off,Taylor Swift,27,1,35,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
218970,12/23/00,33,Bent,matchbox twenty,30,1,35,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
218971,2/28/09,33,Disturbia,Rihanna,38,1,35,,Disturbia Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna
218974,3/2/13,34,One More Night,Maroon 5,21,1,35,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
218975,11/21/15,34,See You Again,Wiz Khalifa Featuring Charlie Puth,30,1,35,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
218979,12/29/07,36,Big Girls Don't Cry,Fergie,32,1,35,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
218982,5/12/12,37,Sexy And I Know It,LMFAO,32,1,35,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
218983,7/9/16,37,Sorry,Justin Bieber,33,1,35,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
218984,6/8/19,37,Shallow,Lady Gaga & Bradley Cooper,36,1,35,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
218989,11/5/16,38,Panda,Desiigner,32,1,35,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
218990,4/22/06,38,Run It!,Chris Brown,36,1,35,,Run It! Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,"Chris Brown,Juelz Santana"
218995,8/29/09,39,Poker Face,Lady Gaga,31,1,35,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
218996,10/25/08,39,Bleeding Love,Leona Lewis,35,1,35,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
218997,3/17/07,39,SexyBack,Justin Timberlake,37,1,35,,SexyBack Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,"Justin Timberlake,Timbaland"
219008,2/20/16,42,Can't Feel My Face,The Weeknd,35,1,35,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219009,11/10/18,42,Sad!,XXXTENTACION,43,1,35,,Sad! XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION
219015,7/29/17,43,Bad And Boujee,Migos Featuring Lil Uzi Vert,38,1,35,,Bad And Boujee Migos Featuring Lil Uzi Vert,,
219016,11/3/07,43,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,43,1,35,,Buy U A Drank (Shawty Snappin') T-Pain Featuring Yung Joc,,
219020,11/3/18,44,Psycho,Post Malone Featuring Ty Dolla $ign,38,1,35,,Psycho Post Malone Featuring Ty Dolla $ign,,
219024,12/17/16,45,One Dance,Drake Featuring WizKid & Kyla,37,1,35,,One Dance Drake Featuring WizKid & Kyla,,
219025,11/21/98,45,All My Life,K-Ci & JoJo,39,1,35,,All My Life K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,K-Ci & JoJo
219026,7/11/15,45,Blank Space,Taylor Swift,42,1,35,,Blank Space Taylor Swift,spotify:track:1p80LdxRV74UKvL8gnD7ky,Taylor Swift
219031,6/6/98,47,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,48,1,35,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219036,1/3/15,49,Rude,MAGIC!,43,1,35,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219037,1/2/16,49,Cheerleader,OMI,43,1,35,,Cheerleader OMI,spotify:track:023OVLNzXhX0j7CxswUt6D,OMI
219038,4/19/14,49,Roar,Katy Perry,46,1,35,,Roar Katy Perry,spotify:track:6F5c58TMEs1byxUstkzVeM,Katy Perry
219046,10/7/17,5,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,4,1,36,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219047,6/7/14,6,Dark Horse,Katy Perry Featuring Juicy J,6,1,36,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219049,4/1/00,8,Smooth,Santana Featuring Rob Thomas,10,1,36,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219054,11/5/16,12,Cheap Thrills,Sia Featuring Sean Paul,9,1,36,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219055,7/6/19,12,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,1,36,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219058,9/22/12,15,Somebody That I Used To Know,Gotye Featuring Kimbra,14,1,36,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219059,9/30/17,17,Shape Of You,Ed Sheeran,16,1,36,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219061,3/22/14,18,Royals,Lorde,18,1,36,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219067,12/14/19,21,Bad Guy,Billie Eilish,14,1,36,,Bad Guy Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish
219068,4/22/17,21,Closer,The Chainsmokers Featuring Halsey,20,1,36,,Closer The Chainsmokers Featuring Halsey,,
219070,6/9/18,23,Rockstar,Post Malone Featuring 21 Savage,23,1,36,,Rockstar Post Malone Featuring 21 Savage,,
219072,1/28/17,25,Can't Stop The Feeling!,Justin Timberlake,20,1,36,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219073,4/20/19,25,Sicko Mode,Travis Scott,20,1,36,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219074,11/10/12,25,Call Me Maybe,Carly Rae Jepsen,25,1,36,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219075,11/16/19,25,Sucker,Jonas Brothers,26,1,36,,Sucker Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers
219083,1/4/14,27,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,25,1,36,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219085,3/28/15,28,All About That Bass,Meghan Trainor,26,1,36,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219101,5/9/15,33,Shake It Off,Taylor Swift,32,1,36,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219102,3/9/13,33,One More Night,Maroon 5,34,1,36,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219103,11/28/15,33,See You Again,Wiz Khalifa Featuring Charlie Puth,34,1,36,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219107,9/5/09,35,Poker Face,Lady Gaga,39,1,36,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
219108,1/10/15,35,Rude,MAGIC!,49,1,36,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219111,12/30/00,37,Bent,matchbox twenty,33,1,36,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
219112,3/7/09,37,Disturbia,Rihanna,33,1,36,,Disturbia Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna
219113,7/16/16,37,Sorry,Justin Bieber,37,1,36,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219122,1/5/08,39,Big Girls Don't Cry,Fergie,36,1,36,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219123,4/29/06,39,Run It!,Chris Brown,38,1,36,,Run It! Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,"Chris Brown,Juelz Santana"
219125,11/1/08,40,Bleeding Love,Leona Lewis,39,1,36,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
219130,5/19/12,42,Sexy And I Know It,LMFAO,37,1,36,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219131,2/27/16,42,Can't Feel My Face,The Weeknd,42,1,36,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219132,11/28/98,42,All My Life,K-Ci & JoJo,45,1,36,,All My Life K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,K-Ci & JoJo
219134,6/15/19,43,Shallow,Lady Gaga & Bradley Cooper,37,1,36,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219135,11/12/16,43,Panda,Desiigner,38,1,36,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
219139,11/10/18,44,Psycho,Post Malone Featuring Ty Dolla $ign,44,1,36,,Psycho Post Malone Featuring Ty Dolla $ign,,
219146,8/5/17,45,Bad And Boujee,Migos Featuring Lil Uzi Vert,43,1,36,,Bad And Boujee Migos Featuring Lil Uzi Vert,,
219151,11/17/18,46,Sad!,XXXTENTACION,42,1,36,,Sad! XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION
219154,3/24/07,47,SexyBack,Justin Timberlake,39,1,36,,SexyBack Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,"Justin Timberlake,Timbaland"
219155,12/24/16,47,One Dance,Drake Featuring WizKid & Kyla,45,1,36,,One Dance Drake Featuring WizKid & Kyla,,
219156,6/13/98,47,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,47,1,36,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219163,7/18/15,50,Blank Space,Taylor Swift,45,1,36,,Blank Space Taylor Swift,spotify:track:1p80LdxRV74UKvL8gnD7ky,Taylor Swift
219168,10/14/17,5,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,5,1,37,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219169,6/14/14,7,Dark Horse,Katy Perry Featuring Juicy J,6,1,37,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219170,7/13/19,8,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,12,1,37,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219173,4/8/00,11,Smooth,Santana Featuring Rob Thomas,8,1,37,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219176,11/12/16,12,Cheap Thrills,Sia Featuring Sean Paul,12,1,37,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219180,9/29/12,16,Somebody That I Used To Know,Gotye Featuring Kimbra,15,1,37,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219182,10/7/17,18,Shape Of You,Ed Sheeran,17,1,37,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219183,3/29/14,20,Royals,Lorde,18,1,37,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219185,12/21/19,21,Bad Guy,Billie Eilish,21,1,37,,Bad Guy Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish
219186,1/12/08,21,Big Girls Don't Cry,Fergie,39,1,37,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219189,4/29/17,23,Closer,The Chainsmokers Featuring Halsey,21,1,37,,Closer The Chainsmokers Featuring Halsey,,
219191,2/4/17,24,Can't Stop The Feeling!,Justin Timberlake,25,1,37,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219194,4/4/15,25,All About That Bass,Meghan Trainor,28,1,37,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219195,4/27/19,26,Sicko Mode,Travis Scott,25,1,37,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219196,1/17/15,27,Rude,MAGIC!,35,1,37,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219199,1/11/14,28,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,27,1,37,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219203,6/16/18,29,Rockstar,Post Malone Featuring 21 Savage,23,1,37,,Rockstar Post Malone Featuring 21 Savage,,
219208,11/17/12,30,Call Me Maybe,Carly Rae Jepsen,25,1,37,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219215,11/23/19,32,Sucker,Jonas Brothers,25,1,37,,Sucker Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers
219216,3/5/16,32,Can't Feel My Face,The Weeknd,42,1,37,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219219,5/16/15,34,Shake It Off,Taylor Swift,33,1,37,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219220,6/22/19,34,Shallow,Lady Gaga & Bradley Cooper,43,1,37,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219224,3/16/13,35,One More Night,Maroon 5,33,1,37,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219232,1/6/01,38,Bent,matchbox twenty,37,1,37,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
219235,7/23/16,39,Sorry,Justin Bieber,37,1,37,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219242,12/5/15,41,See You Again,Wiz Khalifa Featuring Charlie Puth,33,1,37,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219243,9/12/09,41,Poker Face,Lady Gaga,35,1,37,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
219244,11/8/08,41,Bleeding Love,Leona Lewis,40,1,37,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
219249,5/26/12,43,Sexy And I Know It,LMFAO,42,1,37,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219250,11/19/16,43,Panda,Desiigner,43,1,37,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
219253,5/6/06,44,Run It!,Chris Brown,39,1,37,,Run It! Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,"Chris Brown,Juelz Santana"
219259,3/14/09,45,Disturbia,Rihanna,37,1,37,,Disturbia Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna
219260,11/24/18,45,Sad!,XXXTENTACION,46,1,37,,Sad! XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION
219261,6/20/98,45,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,47,1,37,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219269,11/17/18,48,Psycho,Post Malone Featuring Ty Dolla $ign,44,1,37,,Psycho Post Malone Featuring Ty Dolla $ign,,
219278,10/21/17,9,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,5,1,38,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219279,7/20/19,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,8,1,38,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219282,6/21/14,11,Dark Horse,Katy Perry Featuring Juicy J,7,1,38,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219283,4/15/00,12,Smooth,Santana Featuring Rob Thomas,11,1,38,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219285,11/19/16,15,Cheap Thrills,Sia Featuring Sean Paul,12,1,38,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219288,10/6/12,19,Somebody That I Used To Know,Gotye Featuring Kimbra,16,1,38,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219289,10/14/17,19,Shape Of You,Ed Sheeran,18,1,38,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219290,1/18/14,19,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,28,1,38,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219291,1/19/08,20,Big Girls Don't Cry,Fergie,21,1,38,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219295,2/11/17,23,Can't Stop The Feeling!,Justin Timberlake,24,1,38,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219296,6/23/18,24,Rockstar,Post Malone Featuring 21 Savage,29,1,38,,Rockstar Post Malone Featuring 21 Savage,,
219297,4/5/14,25,Royals,Lorde,20,1,38,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219298,12/28/19,25,Bad Guy,Billie Eilish,21,1,38,,Bad Guy Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish
219299,5/4/19,25,Sicko Mode,Travis Scott,26,1,38,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219302,11/24/12,27,Call Me Maybe,Carly Rae Jepsen,30,1,38,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219305,5/6/17,28,Closer,The Chainsmokers Featuring Halsey,23,1,38,,Closer The Chainsmokers Featuring Halsey,,
219313,4/11/15,32,All About That Bass,Meghan Trainor,25,1,38,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219320,5/23/15,35,Shake It Off,Taylor Swift,34,1,38,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219324,3/23/13,36,One More Night,Maroon 5,35,1,38,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219325,12/12/15,36,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,38,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219329,1/24/15,38,Rude,MAGIC!,27,1,38,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219330,3/12/16,38,Can't Feel My Face,The Weeknd,32,1,38,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219331,11/30/19,38,Sucker,Jonas Brothers,32,1,38,,Sucker Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers
219332,1/13/01,38,Bent,matchbox twenty,38,1,38,,Bent matchbox twenty,spotify:track:6fA7akEuTUL3dW1V0GELaZ,Matchbox Twenty
219336,6/29/19,39,Shallow,Lady Gaga & Bradley Cooper,34,1,38,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219337,6/2/12,39,Sexy And I Know It,LMFAO,43,1,38,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219345,11/26/16,41,Panda,Desiigner,43,1,38,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
219349,7/30/16,42,Sorry,Justin Bieber,39,1,38,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219351,6/27/98,43,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,45,1,38,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219360,11/15/08,45,Bleeding Love,Leona Lewis,41,1,38,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
219362,12/1/18,46,Sad!,XXXTENTACION,45,1,38,,Sad! XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION
219364,5/13/06,47,Run It!,Chris Brown,44,1,38,,Run It! Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,"Chris Brown,Juelz Santana"
219368,11/24/18,48,Psycho,Post Malone Featuring Ty Dolla $ign,48,1,38,,Psycho Post Malone Featuring Ty Dolla $ign,,
219369,9/19/09,49,Poker Face,Lady Gaga,41,1,38,,Poker Face Lady Gaga,spotify:track:5R8dQOPq8haW94K7mgERlO,Lady Gaga
219378,7/27/19,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,39,,Sunflower (Spider-Man: Into The Spider-Verse) Post Malone & Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone,Swae Lee"
219379,10/28/17,11,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,9,1,39,,Despacito Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,
219380,6/28/14,11,Dark Horse,Katy Perry Featuring Juicy J,11,1,39,,Dark Horse Katy Perry Featuring Juicy J,spotify:track:7vDLA6UKYwZ9D5CW1rCyDh,The Hip Hop Nation
219381,4/22/00,11,Smooth,Santana Featuring Rob Thomas,12,1,39,,Smooth Santana Featuring Rob Thomas,spotify:track:43SYrak1BFNzVGvFPDC5cS,The Karaoke Crew
219385,11/26/16,15,Cheap Thrills,Sia Featuring Sean Paul,15,1,39,,Cheap Thrills Sia Featuring Sean Paul,spotify:track:3jJ87Vmc2crgFweesjENrq,Sandro Martinez Featuring Sandra
219387,10/13/12,19,Somebody That I Used To Know,Gotye Featuring Kimbra,19,1,39,,Somebody That I Used To Know Gotye Featuring Kimbra,,
219388,10/21/17,20,Shape Of You,Ed Sheeran,19,1,39,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
219392,2/18/17,22,Can't Stop The Feeling!,Justin Timberlake,23,1,39,,Can't Stop The Feeling! Justin Timberlake,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake
219393,5/13/17,23,Closer,The Chainsmokers Featuring Halsey,28,1,39,,Closer The Chainsmokers Featuring Halsey,,
219395,5/11/19,24,Sicko Mode,Travis Scott,25,1,39,,Sicko Mode Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott
219398,1/26/08,26,Big Girls Don't Cry,Fergie,20,1,39,,Big Girls Don't Cry Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,Fergie
219401,1/25/14,28,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,19,1,39,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
219403,4/12/14,29,Royals,Lorde,25,1,39,,Royals Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Lorde
219406,6/30/18,31,Rockstar,Post Malone Featuring 21 Savage,24,1,39,,Rockstar Post Malone Featuring 21 Savage,,
219407,12/1/12,31,Call Me Maybe,Carly Rae Jepsen,27,1,39,,Call Me Maybe Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen
219413,5/30/15,34,Shake It Off,Taylor Swift,35,1,39,,Shake It Off Taylor Swift,spotify:track:5xTtaWoae3wi06K5WfVUUH,Taylor Swift
219419,4/18/15,37,All About That Bass,Meghan Trainor,32,1,39,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
219426,12/19/15,39,See You Again,Wiz Khalifa Featuring Charlie Puth,36,1,39,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
219427,3/19/16,39,Can't Feel My Face,The Weeknd,38,1,39,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
219437,3/30/13,42,One More Night,Maroon 5,36,1,39,,One More Night Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Maroon 5
219438,6/9/12,42,Sexy And I Know It,LMFAO,39,1,39,,Sexy And I Know It LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,LMFAO
219439,7/6/19,42,Shallow,Lady Gaga & Bradley Cooper,39,1,39,,Shallow Lady Gaga & Bradley Cooper,spotify:track:4cdfzw5XZc85qVz6GZMC9O,DJ D MAN Xtreme
219440,12/3/16,42,Panda,Desiigner,41,1,39,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
219445,1/31/15,43,Rude,MAGIC!,38,1,39,,Rude MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!
219447,7/4/98,44,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,43,1,39,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
219448,8/6/16,45,Sorry,Justin Bieber,42,1,39,,Sorry Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber
219449,12/1/18,45,Psycho,Post Malone Featuring Ty Dolla $ign,48,1,39,,Psycho Post Malone Featuring Ty Dolla $ign,,
