,WeekID,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart,Date,Song ID,Link,Artist
27211,11/16/19,5,Lose You To Love Me,Selena Gomez,1,1,3,,Lose You To Love Me Selena Gomez,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez
27235,11/2/19,7,HIGHEST IN THE ROOM,Travis Scott,6,1,3,,HIGHEST IN THE ROOM Travis Scott,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott
27250,2/12/11,8,Hold It Against Me,Britney Spears,6,1,3,,Hold It Against Me Britney Spears,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,Britney Spears
27268,6/5/10,9,Not Afraid,Eminem,6,1,3,,Not Afraid Eminem,spotify:track:7Ie9W94M7OjPoZVV216Xus,Eminem
27444,12/21/19,17,Heartless,The Weeknd,1,1,3,,Heartless The Weeknd,spotify:track:6bnF93Rx87YqUBLSgjiMU8,The Weeknd
27484,7/24/04,18,I Believe,Fantasia,6,1,3,,I Believe Fantasia,spotify:track:2zZJnAlhgvW6DERn1tu3fb,Fantasia
33753,9/27/58,36,Poor Little Fool,Ricky Nelson,19,1,9,,Poor Little Fool Ricky Nelson,spotify:track:5ayybTSXNwcarDtxQKqvWX,Ricky Nelson
36474,6/27/59,1,The Battle Of New Orleans,Johnny Horton,1,1,10,,The Battle Of New Orleans Johnny Horton,spotify:track:66eFGhs8LXeBgrXk0YgRJK,Johnny Horton
36475,9/26/59,1,Sleep Walk,Santo & Johnny,1,1,10,,Sleep Walk Santo & Johnny,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,Santo & Johnny
36476,6/18/60,1,Cathy's Clown,The Everly Brothers,1,1,10,,Cathy's Clown The Everly Brothers,spotify:track:27bw4i8LnECzVlbMZ4kFHw,The Everly Brothers
36477,11/5/60,1,Save The Last Dance For Me,The Drifters,1,1,10,,Save The Last Dance For Me The Drifters,spotify:track:391TUcoPonqYykPkSZ5Z9U,The Drifters
36478,5/6/61,1,Runaway,Del Shannon,1,1,10,,Runaway Del Shannon,spotify:track:45Szkclj1lt4ubm7RFK68t,Del Shannon
36479,12/2/61,1,Big Bad John,Jimmy Dean,1,1,10,,Big Bad John Jimmy Dean,spotify:track:61uAY9xdzYiIbYJ07XvKso,Jimmy Dean
36480,1/5/63,1,Telstar,The Tornadoes,1,1,10,,Telstar The Tornadoes,spotify:track:5NIb0uP4CO3ckfyCIjjcFx,The Tornadoes
36481,3/28/64,1,She Loves You,The Beatles,1,1,10,,She Loves You The Beatles,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,The Beatles
36482,3/30/68,1,(Sittin' On) The Dock Of The Bay,Otis Redding,1,1,10,,(Sittin' On) The Dock Of The Bay Otis Redding,spotify:track:3zBhihYUHBmGd2bcQIobrF,Otis Redding
36483,4/5/69,1,Dizzy,Tommy Roe,1,1,10,,Dizzy Tommy Roe,spotify:track:5LvIl1VHaqtCJJXwrB8QR9,Tommy Roe
36484,5/10/69,1,Aquarius/Let The Sunshine In,The 5th Dimension,1,1,10,,Aquarius/Let The Sunshine In The 5th Dimension,spotify:track:0HZlND4giwzgolBpaNIRGV,The 5th Dimension
36485,9/27/69,1,"Sugar, Sugar",The Archies,1,1,10,,"Sugar, Sugar The Archies",spotify:track:3iSws76HjaU7k49EqJVTfF,The Archies
36486,5/23/70,1,American Woman/No Sugar Tonight,The Guess Who,1,1,10,,American Woman/No Sugar Tonight The Guess Who,,
36487,3/6/71,1,One Bad Apple,The Osmonds,1,1,10,,One Bad Apple The Osmonds,spotify:track:50UoJUrslRVqG0cg6uboyn,The Osmonds
36488,1/1/72,1,Brand New Key,Melanie,1,1,10,,Brand New Key Melanie,spotify:track:3tm6LVXZJg0lG4hQm5ytrT,Melanie
36489,1/29/72,1,American Pie (Parts I & II),Don McLean,1,1,10,,American Pie (Parts I & II) Don McLean,,
36490,8/19/72,1,Alone Again (Naturally),Gilbert O'Sullivan,1,1,10,,Alone Again (Naturally) Gilbert O'Sullivan,spotify:track:6vuEG9sZtC4W2zT64f7zLF,Gilbert O'Sullivan
36491,2/10/73,1,Crocodile Rock,Elton John,1,1,10,,Crocodile Rock Elton John,spotify:track:6WCeFNVAXUtNczb7lqLiZU,Elton John
36492,3/16/74,1,Seasons In The Sun,Terry Jacks,1,1,10,,Seasons In The Sun Terry Jacks,spotify:track:0X3d9gx7UDYgcwwkgTeNLR,Terry Jacks
36493,6/22/74,1,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,1,1,10,,"Billy, Don't Be A Hero Bo Donaldson And The Heywoods",spotify:track:7F5ce0ByLsO5jCPaOuWZHg,Steven Wright
36494,8/3/74,1,ANNIE's SONG,John Denver,1,1,10,,ANNIE's SONG John Denver,spotify:track:4J0DbyODwZJcmIAiTSJfMF,John Denver
36495,9/7/74,1,(You're) Having My Baby,Paul Anka with Odia Coates,1,1,10,,(You're) Having My Baby Paul Anka with Odia Coates,spotify:track:3HyGehU6OJz67jZZKrAMwW,Ameritz Karaoke Entertainment
36496,2/21/76,1,50 Ways To Leave Your Lover,Paul Simon,1,1,10,,50 Ways To Leave Your Lover Paul Simon,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,Paul Simon
36497,4/10/76,1,Disco Lady,Johnnie Taylor,1,1,10,,Disco Lady Johnnie Taylor,spotify:track:1tMyqN7bNCokdg7jWgKPc8,Johnnie Taylor
36498,6/4/77,1,Sir Duke,Stevie Wonder,1,1,10,,Sir Duke Stevie Wonder,spotify:track:4pNiE4LCVV74vfIBaUHm1b,Stevie Wonder
36499,10/8/77,1,Star Wars Theme/Cantina Band,Meco,1,1,10,,Star Wars Theme/Cantina Band Meco,spotify:track:4MVA30NmvNtpbDon1ZG7mk,Meco
36500,2/11/78,1,Stayin' Alive,Bee Gees,1,1,10,,Stayin' Alive Bee Gees,spotify:track:5ubvP9oKmxLUVq506fgLhk,Bee Gees
36501,2/24/79,1,Da Ya Think I'm Sexy?,Rod Stewart,1,1,10,,Da Ya Think I'm Sexy? Rod Stewart,spotify:track:4z7maGZkAonDlXlwo8q69f,Rod Stewart
36502,5/19/79,1,Reunited,Peaches & Herb,1,1,10,,Reunited Peaches & Herb,spotify:track:7wbPfd2mXbStoZZSnHNd2V,Peaches & Herb
36503,7/28/79,1,Bad Girls,Donna Summer,1,1,10,,Bad Girls Donna Summer,spotify:track:1ibRqifchaAfeNdQGpbRVW,Donna Summer
36504,10/18/80,1,Another One Bites The Dust,Queen,1,1,10,,Another One Bites The Dust Queen,spotify:track:57JVGBtBLCfHw2muk5416J,Queen
36505,1/3/81,1,(Just Like) Starting Over,John Lennon,1,1,10,,(Just Like) Starting Over John Lennon,spotify:track:5y0YreEOnQiKFAnCrcFIXz,John Lennon
36506,4/4/81,1,Rapture,Blondie,1,1,10,,Rapture Blondie,spotify:track:6F2vo4sxRNQ58VYe3pdiaL,Blondie
36507,5/30/81,1,Bette Davis Eyes,Kim Carnes,1,1,10,,Bette Davis Eyes Kim Carnes,spotify:track:0kPeymTUiaidv48eRrMISu,Kim Carnes
36508,12/5/81,1,Physical,Olivia Newton-John,1,1,10,,Physical Olivia Newton-John,spotify:track:3hVrI7snZMTmHCnbwME47u,Olivia Newton-John
36509,3/26/83,1,Billie Jean,Michael Jackson,1,1,10,,Billie Jean Michael Jackson,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson
36510,11/19/83,1,All Night Long (All Night),Lionel Richie,1,1,10,,All Night Long (All Night) Lionel Richie,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,Lionel Richie
36511,12/17/83,1,Say Say Say,Paul McCartney And Michael Jackson,1,1,10,,Say Say Say Paul McCartney And Michael Jackson,spotify:track:59tSLzfbN8MAL2PdureNpl,ProSource Karaoke
36512,4/28/84,1,Against All Odds (Take A Look At Me Now),Phil Collins,1,1,10,,Against All Odds (Take A Look At Me Now) Phil Collins,spotify:track:63CHa6rmamv9OsehkRD8oz,Phil Collins
36513,2/23/85,1,Careless Whisper,Wham! Featuring George Michael,1,1,10,,Careless Whisper Wham! Featuring George Michael,spotify:track:3znmKJPs3Nmokl598rl8Lz,Ameritz Karaoke Entertainment
36514,3/23/85,1,Can't Fight This Feeling,REO Speedwagon,1,1,10,,Can't Fight This Feeling REO Speedwagon,spotify:track:5WwqdeavrQrbeAMDxGawse,REO Speedwagon
36515,7/20/85,1,A View To A Kill,Duran Duran,1,1,10,,A View To A Kill Duran Duran,spotify:track:6I4snLrVOrJsLdd43isc27,Duran Duran
36516,8/17/85,1,Shout,Tears For Fears,1,1,10,,Shout Tears For Fears,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,Tears For Fears
36517,1/11/86,1,"Say You, Say Me",Lionel Richie,1,1,10,,"Say You, Say Me Lionel Richie",spotify:track:17CPezzLWzvGfpZW6X8XT0,Lionel Richie
36518,4/12/86,1,Rock Me Amadeus,Falco,1,1,10,,Rock Me Amadeus Falco,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,Falco
36519,10/4/86,1,Stuck With You,Huey Lewis & The News,1,1,10,,Stuck With You Huey Lewis & The News,spotify:track:2cFl7utlqyZjCXN1G5nRvA,Huey Lewis & The News
36520,5/9/87,1,(I Just) Died In Your Arms,Cutting Crew,1,1,10,,(I Just) Died In Your Arms Cutting Crew,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,Cutting Crew
36521,7/18/87,1,Alone,Heart,1,1,10,,Alone Heart,spotify:track:54b8qPFqYqIndfdxiLApea,Heart
36522,10/3/87,1,Didn't We Almost Have It All,Whitney Houston,1,1,10,,Didn't We Almost Have It All Whitney Houston,spotify:track:19wadMw1A8XejDV4p5wMt1,Whitney Houston
36523,8/13/88,1,Roll With It,Steve Winwood,1,1,10,,Roll With It Steve Winwood,spotify:track:2QlPByrmEO9XciNBXCrawR,Steve Winwood
36524,11/26/88,1,Bad Medicine,Bon Jovi,1,1,10,,Bad Medicine Bon Jovi,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,Bon Jovi
36525,1/6/90,1,Another Day In Paradise,Phil Collins,1,1,10,,Another Day In Paradise Phil Collins,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,Phil Collins
36526,2/17/90,1,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,1,10,,Opposites Attract Paula Abdul (Duet With The Wild Pair),,
36527,7/13/91,1,Rush Rush,Paula Abdul,1,1,10,,Rush Rush Paula Abdul,spotify:track:015qd1I4v00JIoK7yOUgKC,Paula Abdul
36528,8/31/91,1,(Everything I Do) I Do It For You,Bryan Adams,1,1,10,,(Everything I Do) I Do It For You Bryan Adams,spotify:track:6eBK3edMW7bEzecF1eCezc,Bryan Adams
36529,4/4/92,1,Save The Best For Last,Vanessa Williams,1,1,10,,Save The Best For Last Vanessa Williams,spotify:track:7okbmgA8lRBGl5limZ7LFM,Vanessa Williams
36530,7/3/93,1,That's The Way Love Goes,Janet Jackson,1,1,10,,That's The Way Love Goes Janet Jackson,spotify:track:29rQJydAlO0uMyWvRIZxQg,Janet Jackson
36531,1/29/94,1,All For Love,Bryan Adams/Rod Stewart/Sting,1,1,10,,All For Love Bryan Adams/Rod Stewart/Sting,spotify:track:035aFnfIrO25Hy4PRP6GC7,"Bryan Adams,Sting,Rod Stewart"
36532,2/3/96,1,One Sweet Day,Mariah Carey & Boyz II Men,1,1,10,,One Sweet Day Mariah Carey & Boyz II Men,spotify:track:4NvqyP8zZjDEDiDrzOhacV,John Troutman
36533,3/29/97,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1,1,10,,Can't Nobody Hold Me Down Puff Daddy (Featuring Mase),,
36534,12/13/97,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1,1,10,,Candle In The Wind 1997/Something About The Way You Look Tonight Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,Elton John
36535,9/11/99,1,Bailamos,Enrique Iglesias,1,1,10,,Bailamos Enrique Iglesias,spotify:track:2bbeNsFmjZqdoDhjLsKNWe,Enrique Iglesias
36536,3/10/01,1,Stutter,Joe Featuring Mystikal,1,1,10,,Stutter Joe Featuring Mystikal,,
36537,5/19/01,1,All For You,Janet,1,1,10,,All For You Janet,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,Janet Jackson
36538,8/11/01,1,Bootylicious,Destiny's Child,1,1,10,,Bootylicious Destiny's Child,spotify:track:41nT1Sp6ChR65FbsdLlFHW,Destiny's Child
36539,9/14/02,1,Dilemma,Nelly Featuring Kelly Rowland,1,1,10,,Dilemma Nelly Featuring Kelly Rowland,spotify:track:23477wqTFa3MWFoIdze8Ze,Studio Allstars
36540,3/1/03,1,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,10,,All I Have Jennifer Lopez Featuring LL Cool J,spotify:track:3JyFJG0AurAXJ9bB57Gpbv,The 2000s Karaoke Band
36541,7/26/03,1,Crazy In Love,Beyonce Featuring Jay Z,1,1,10,,Crazy In Love Beyonce Featuring Jay Z,spotify:track:19lLzX7vt4BhrSOaHeRyn7,"Beyoncé,JAY-Z"
36542,10/18/03,1,Baby Boy,Beyonce Featuring Sean Paul,1,1,10,,Baby Boy Beyonce Featuring Sean Paul,,
36543,4/9/05,1,Candy Shop,50 Cent Featuring Olivia,1,1,10,,Candy Shop 50 Cent Featuring Olivia,,
36544,4/29/06,1,Bad Day,Daniel Powter,1,1,10,,Bad Day Daniel Powter,spotify:track:0mUyMawtxj1CJ76kn9gIZK,Daniel Powter
36545,7/22/06,1,Promiscuous,Nelly Furtado Featuring Timbaland,1,1,10,,Promiscuous Nelly Furtado Featuring Timbaland,spotify:track:3svxAW4fosbvqUFzSGeAyK,Metro Karaoke Classics
36546,9/23/06,1,SexyBack,Justin Timberlake,1,1,10,,SexyBack Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,"Justin Timberlake,Timbaland"
36547,1/3/09,1,Single Ladies (Put A Ring On It),Beyonce,1,1,10,,Single Ladies (Put A Ring On It) Beyonce,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,Beyoncé
36548,5/30/09,1,Boom Boom Pow,The Black Eyed Peas,1,1,10,,Boom Boom Pow The Black Eyed Peas,spotify:track:7xRNsqOQOgWbHV1nbXnfXN,Black Eyed Peas
36549,12/15/12,1,Diamonds,Rihanna,1,1,10,,Diamonds Rihanna,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna
36550,7/6/13,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,10,,Blurred Lines Robin Thicke Featuring T.I. + Pharrell,,
36551,9/27/14,1,All About That Bass,Meghan Trainor,1,1,10,,All About That Bass Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,Meghan Trainor
36552,5/30/15,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,10,,See You Again Wiz Khalifa Featuring Charlie Puth,spotify:track:4JZ9NUioOgDEVjDuBGukRV,Once Jamison
36553,5/14/16,1,Panda,Desiigner,1,1,10,,Panda Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,Desiigner
36554,6/25/16,1,One Dance,Drake Featuring WizKid & Kyla,1,1,10,,One Dance Drake Featuring WizKid & Kyla,,
36555,10/22/16,1,Closer,The Chainsmokers Featuring Halsey,1,1,10,,Closer The Chainsmokers Featuring Halsey,,
36556,12/3/16,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,10,,Black Beatles Rae Sremmurd Featuring Gucci Mane,,
36557,4/1/17,1,Shape Of You,Ed Sheeran,1,1,10,,Shape Of You Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran
36558,12/9/17,1,Rockstar,Post Malone Featuring 21 Savage,1,1,10,,Rockstar Post Malone Featuring 21 Savage,,
36559,4/6/19,1,7 Rings,Ariana Grande,1,1,10,,7 Rings Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande
36560,1/17/59,1,Smoke Gets In Your Eyes,The Platters,2,1,10,,Smoke Gets In Your Eyes The Platters,spotify:track:2vSxjnyrWrtxyfzO47EX6q,The Platters
36561,2/11/61,1,Calcutta,Lawrence Welk And His Orchestra,2,1,10,,Calcutta Lawrence Welk And His Orchestra,,
36562,8/3/63,1,So Much In Love,The Tymes,2,1,10,,So Much In Love The Tymes,spotify:track:6h0LLmMVZY108wNzD5UM6O,The Tymes
36563,11/16/63,1,Deep Purple,Nino Tempo & April Stevens,2,1,10,,Deep Purple Nino Tempo & April Stevens,spotify:track:5kJez8nvgq0HqhWy3UTQFx,Nino Tempo & April Stevens
36564,1/16/65,1,Come See About Me,The Supremes,2,1,10,,Come See About Me The Supremes,spotify:track:307kcWJQNMdiYYKj1LgClU,The Supremes
36565,1/25/75,1,Please Mr. Postman,Carpenters,2,1,10,,Please Mr. Postman Carpenters,spotify:track:74jZhGv0fdLaf9q8AZZ15k,Carpenters
36566,6/12/76,1,Silly Love Songs,Wings,2,1,10,,Silly Love Songs Wings,spotify:track:3uiMBldZ07pW0ySHDX5gzE,Wings
36567,7/10/76,1,Afternoon Delight,Starland Vocal Band,2,1,10,,Afternoon Delight Starland Vocal Band,spotify:track:3uLk0uQ4zMS26h89Of8XOD,Starland Vocal Band
36568,7/16/77,1,Da Doo Ron Ron,Shaun Cassidy,2,1,10,,Da Doo Ron Ron Shaun Cassidy,spotify:track:0BTjoeNHz0mSjXCZO4hzad,Shaun Cassidy
36569,6/17/78,1,Shadow Dancing,Andy Gibb,2,1,10,,Shadow Dancing Andy Gibb,spotify:track:3unwRUV5qbjMmH3NJtaODy,Andy Gibb
36570,12/8/79,1,Babe,Styx,2,1,10,,Babe Styx,spotify:track:5W7YROOF6bFfBexY81LFjt,Styx
36571,2/23/80,1,Crazy Little Thing Called Love,Queen,2,1,10,,Crazy Little Thing Called Love Queen,spotify:track:35ItUJlMtjOQW3SSiTCrrw,Queen
36572,4/19/80,1,Call Me,Blondie,2,1,10,,Call Me Blondie,spotify:track:7HKxTNVlkHsfMLhigmhC0I,Blondie
36573,6/28/80,1,Coming Up (Live At Glasgow),Paul McCartney And Wings,2,1,10,,Coming Up (Live At Glasgow) Paul McCartney And Wings,,
36574,10/17/81,1,Arthur's Theme (Best That You Can Do),Christopher Cross,2,1,10,,Arthur's Theme (Best That You Can Do) Christopher Cross,spotify:track:5fnOrhQ4KgT5irGCjIccGH,Christopher Cross
36575,4/30/83,1,Beat It,Michael Jackson,2,1,10,,Beat It Michael Jackson,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson
36576,2/7/87,1,Open Your Heart,Madonna,2,1,10,,Open Your Heart Madonna,spotify:track:3kme5Qos8h04yrKxsgur79,Madonna
36577,11/28/87,1,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,2,1,10,,(I've Had) The Time Of My Life Bill Medley & Jennifer Warnes,spotify:track:4BFMQ15vXr626UOoZL8bUI,"Bill Medley,Jennifer Warnes"
36578,5/14/88,1,Anything For You,Gloria Estefan & Miami Sound Machine,2,1,10,,Anything For You Gloria Estefan & Miami Sound Machine,spotify:track:7dTh87uqofE5LaDIxg9kPd,Zoom Karaoke
36579,7/21/90,1,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,2,1,10,,She Ain't Worth It Glenn Medeiros Featuring Bobby Brown,,
36580,2/23/91,1,All The Man That I Need,Whitney Houston,2,1,10,,All The Man That I Need Whitney Houston,spotify:track:07M76e7IXxYdnC1BBiJxEX,Whitney Houston
36581,4/27/91,1,Baby Baby,Amy Grant,2,1,10,,Baby Baby Amy Grant,spotify:track:3IDsegNBHC4pjGCOMTQYlU,Amy Grant
36582,4/9/94,1,Bump N' Grind,R. Kelly,2,1,10,,Bump N' Grind R. Kelly,spotify:track:0DBIL8arX0Zo6eAuxNIpik,R. Kelly
36583,2/1/03,1,"Bump, Bump, Bump",B2K & P. Diddy,2,1,10,,"Bump, Bump, Bump B2K & P. Diddy",spotify:track:74jMwg2zsFMICzW3Wems6h,"B2K,Diddy"
36584,2/4/17,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,10,,Bad And Boujee Migos Featuring Lil Uzi Vert,,
36585,1/3/70,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,3,1,10,,Raindrops Keep Fallin' On My Head B.J. Thomas,spotify:track:0zRtBDhwtIFTfoK2HuURbM,B.J. Thomas
36586,8/25/73,1,Brother Louie,Stories,3,1,10,,Brother Louie Stories,spotify:track:5kbSslE6zBMZnULSrE4SdZ,Stories
36587,3/23/74,1,Dark Lady,Cher,3,1,10,,Dark Lady Cher,spotify:track:16ShgoIW9TtfzUFHOJJIvC,Cher
36588,3/30/74,1,Sunshine On My Shoulders,John Denver,3,1,10,,Sunshine On My Shoulders John Denver,spotify:track:3m8lTUL5GxGUNSaycI77ND,John Denver
36589,8/2/75,1,One Of These Nights,Eagles,3,1,10,,One Of These Nights Eagles,spotify:track:608xszaAxVh4m7NcKJiAbF,Eagles
36590,3/26/77,1,Rich Girl,Daryl Hall John Oates,3,1,10,,Rich Girl Daryl Hall John Oates,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,Daryl Hall & John Oates
36591,3/22/80,1,Another Brick In The Wall (Part II),Pink Floyd,3,1,10,,Another Brick In The Wall (Part II) Pink Floyd,spotify:track:2S16WiAGUh3OUeDEjlugws,Big One
36592,12/8/90,1,Because I Love You (The Postman Song),Stevie B,3,1,10,,Because I Love You (The Postman Song) Stevie B,spotify:track:5133Vr9T5jaSNBlqSQRJDx,Stevie B
36593,3/30/91,1,Coming Out Of The Dark,Gloria Estefan,3,1,10,,Coming Out Of The Dark Gloria Estefan,spotify:track:5x9MJycRilBm2SNavzt9yF,Gloria Estefan
36594,4/7/07,1,Don't Matter,Akon,3,1,10,,Don't Matter Akon,spotify:track:7I6DceMT3utDOHjcYCbrr4,Akon
36595,10/16/76,1,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,4,1,10,,Disco Duck (Part I) Rick Dees & His Cast Of Idiots,spotify:track:228zFuZa0mLINFkwiJlMSu,Ameritz Karaoke Entertainment
36596,7/1/89,1,Baby Don't Forget My Number,Milli Vanilli,4,1,10,,Baby Don't Forget My Number Milli Vanilli,spotify:track:3t4EJY6cTsb6FyP1EQzajK,Milli Vanilli
36597,2/7/59,1,Stagger Lee,Lloyd Price,5,1,10,,Stagger Lee Lloyd Price,spotify:track:7qoaMWT3eRCKG1RN6dVuOY,Lloyd Price
36598,9/11/76,1,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,5,1,10,,"(Shake, Shake, Shake) Shake Your Booty KC And The Sunshine Band",spotify:track:3Is0Nnz59rzbNZE491URlY,KC & The Sunshine Band
36599,8/11/07,1,Beautiful Girls,Sean Kingston,23,1,10,,Beautiful Girls Sean Kingston,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston
36600,2/20/60,2,Teen Angel,Mark Dinning,1,1,10,,Teen Angel Mark Dinning,spotify:track:36NPEs4S7ik50NrlzaqoIJ,Mark Dinning
36601,5/26/62,2,Soldier Boy,The Shirelles,1,1,10,,Soldier Boy The Shirelles,spotify:track:6g4Oyy8IwraOjPl7nqnROq,The Shirelles
36602,8/11/62,2,Roses Are Red (My Love),Bobby Vinton,1,1,10,,Roses Are Red (My Love) Bobby Vinton,spotify:track:0qYok0f8O5DE8yJSo146dn,Bobby Vinton
36603,11/5/66,2,96 Tears,? (Question Mark) & The Mysterians,1,1,10,,96 Tears ? (Question Mark) & The Mysterians,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,? & The Mysterians
36604,9/21/68,2,People Got To Be Free,The Rascals,1,1,10,,People Got To Be Free The Rascals,spotify:track:5tUEIByLWg1sYWajZ2x5zx,The Rascals
36605,2/15/69,2,Crimson And Clover,Tommy James And The Shondells,1,1,10,,Crimson And Clover Tommy James And The Shondells,spotify:track:5jfgilRtwvpSfZyKkqIGNW,Tommy James & The Shondells
36606,8/22/70,2,(They Long To Be) Close To You,Carpenters,1,1,10,,(They Long To Be) Close To You Carpenters,spotify:track:50q2aUjWoTn6CJIfSPRJQA,Carpenters
36607,4/20/74,2,Bennie And The Jets,Elton John,1,1,10,,Bennie And The Jets Elton John,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,Elton John
36608,7/14/79,2,Ring My Bell,Anita Ward,1,1,10,,Ring My Bell Anita Ward,spotify:track:7GK2KVYH8FrTC9zehmjVMd,Anita Ward
36609,10/1/83,2,Tell Her About It,Billy Joel,1,1,10,,Tell Her About It Billy Joel,spotify:track:6kCJMxv445L2okuTiou1fR,Billy Joel
36610,4/13/85,2,One More Night,Phil Collins,1,1,10,,One More Night Phil Collins,spotify:track:6fkvIT9KFKxO8poBeKfaEf,Phil Collins
36611,7/13/85,2,Sussudio,Phil Collins,1,1,10,,Sussudio Phil Collins,spotify:track:4qM461TqtpnP4GLRIXwEnW,Phil Collins
36612,11/9/85,2,Part-Time Lover,Stevie Wonder,1,1,10,,Part-Time Lover Stevie Wonder,spotify:track:0Dm43YLUlGdePpSbI1ct8h,Stevie Wonder
36613,12/7/85,2,Separate Lives,Phil Collins and Marilyn Martin,1,1,10,,Separate Lives Phil Collins and Marilyn Martin,spotify:track:3i4N1cOC5I27SC8cLAXquk,BFM Hits
36614,6/18/88,2,One More Try,George Michael,1,1,10,,One More Try George Michael,spotify:track:5932kbyNt445gDTT2chRUS,George Michael
36615,3/23/91,2,Someday,Mariah Carey,1,1,10,,Someday Mariah Carey,spotify:track:6TSM5vkz0WzyZsNAKKYDcw,Mariah Carey
36616,12/25/93,2,Again,Janet Jackson,1,1,10,,Again Janet Jackson,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,Janet Jackson
36617,9/29/07,2,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,10,,Crank That (Soulja Boy) Soulja Boy Tell'em,spotify:track:66TRwr5uJwPt15mfFkzhbi,Soulja Boy
36618,5/3/08,2,Bleeding Love,Leona Lewis,1,1,10,,Bleeding Love Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Leona Lewis
36619,9/6/08,2,Disturbia,Rihanna,1,1,10,,Disturbia Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna
36620,5/1/10,2,Rude Boy,Rihanna,1,1,10,,Rude Boy Rihanna,spotify:track:60jzFy6Nn4M0iD1d94oteF,Rihanna
36621,7/31/10,2,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,10,,California Gurls Katy Perry Featuring Snoop Dogg,,
36622,1/17/15,2,Blank Space,Taylor Swift,1,1,10,,Blank Space Taylor Swift,spotify:track:1p80LdxRV74UKvL8gnD7ky,Taylor Swift
36623,8/29/15,2,Can't Feel My Face,The Weeknd,1,1,10,,Can't Feel My Face The Weeknd,spotify:track:22VdIZQfgXJea34mQxlt81,The Weeknd
36624,9/7/19,2,Senorita,Shawn Mendes & Camila Cabello,1,1,10,,Senorita Shawn Mendes & Camila Cabello,spotify:track:3FGU19VhodS1rtCnVfHR8l,"Shawn Mendes,Camila Cabello"
36625,6/4/60,2,Stuck On You,Elvis Presley With The Jordanaires,2,1,10,,Stuck On You Elvis Presley With The Jordanaires,spotify:track:39zODpVtRvghMyfNjZ3BVK,Elvis Presley
36626,1/14/61,2,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,2,1,10,,Are You Lonesome To-night? Elvis Presley With The Jordanaires,,
36627,3/25/61,2,Pony Time,Chubby Checker,2,1,10,,Pony Time Chubby Checker,spotify:track:2XPEv2sB6c44DSocT2TwAc,Chubby Checker
36628,11/25/61,2,Runaround Sue,Dion,2,1,10,,Runaround Sue Dion,spotify:track:1DndHckdH9m5rp6gYP086b,Dion
